"ID","year","month","location","no2","o3","co","so2","pm10","pm2.5","address","Y"
32,2019,1,"정릉로",0.058741935,0.008612903,0.725806452,0.005967742,70.16129032,41.90322581,"서울 성북구 돈암동 8-164번지 ",3
33,2019,1,"종로",0.039774194,0.012709677,0.741935484,0.004354839,61.93548387,33.22580645,"서울 종로구 종로 169 (종묘주차장 앞)",2
34,2019,1,"종로구",0.041612903,0.012967742,0.841935484,0.004580645,60.22580645,32.48387097,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",2
35,2019,1,"중구",0.042,0.014354839,0.722580645,0.004580645,59.70967742,33.4516129,"서울 중구 덕수궁길 15 시청서소문별관 3동",2
36,2019,1,"중랑구",0.034870968,0.011870968,0.709677419,0.007258065,57.70967742,36.32258065,"서울 중랑구 용마산로 369 건강가정지원센터",3
37,2019,1,"천호대로",0.053935484,0.007967742,0.909677419,0.005645161,62.29032258,31.48387097,"서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞)",2
38,2019,1,"청계천로",0.043903226,0.011387097,0.870967742,0.005483871,53.51612903,34.19354839,"서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞)",2
39,2019,1,"한강대로",0.063419355,0.012741935,0.874193548,0.005387097,71.32258065,39.51612903,"서울 용산구 한강대로 405 (서울역 앞)",3
40,2019,1,"행주",0.037387097,0.013806452,1.051612903,0.004903226,76,36.93548387,"김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소)",3
41,2019,1,"홍릉로",0.030225806,0.009709677,0.751612903,0.00616129,68.19354839,42.12903226,"서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞)",3
42,2019,2,"강남구",0.033642857,0.013928571,0.628571429,0.005928571,54.10714286,40.42857143,"서울 강남구 학동로 426 강남구청 별관 1동",3
43,2019,2,"강남대로",0.054428571,0.010821429,0.832142857,0.005227273,64.89285714,37.89285714,"서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동)",3
44,2019,2,"강동구",0.040071429,0.01475,0.632142857,0.004535714,58.10714286,38.60714286,"서울 강동구 구천면로 42길 59 천호1동 주민센터",3
45,2019,2,"강변북로",0.053071429,0.010142857,0.553571429,0.00425,63.42857143,39.03571429,"서울 성동구 강변북로 257 한강사업본부 옆",3
46,2019,2,"강서구",0.036964286,0.020178571,0.653571429,0.005785714,64.75,34.67857143,"서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관",2
47,2019,2,"공항대로",0.04275,0.013214286,0.675,0.005857143,59.71428571,37.89285714,"서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆",3
48,2019,2,"관악구",0.041857143,0.015928571,0.589285714,0.004964286,62.53571429,38.92857143,"서울 관악구 신림동길 14 신림동 주민센터",3
49,2019,2,"구로구",0.032571429,0.017714286,0.45,0.006071429,55.60714286,29.89285714,"서울 구로구 가마산로 27길 45 구로고등학교",2
50,2019,2,"금천구",0.040357143,0.017035714,0.657142857,0.004285714,56.85714286,36.85714286,"서울 금천구 금하로21길 20 시흥5동 주민센터",3
51,2019,2,"남산",0.031071429,0.022035714,1.042857143,0.004892857,56.75,33.35714286,"서울 용산구 남산공원길 103 (서울타워 별관 2층)",2
52,2019,2,"노원구",0.033857143,0.017321429,0.685714286,0.006142857,58.35714286,38.25,"서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소)",3
53,2019,2,"도봉구",0.024928571,0.023321429,0.846428571,0.004821429,52.35714286,32.85714286,"서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집",2
54,2019,2,"도산대로",0.037269231,0.013071429,0.828571429,0.004107143,61.85714286,36.85714286,"서울 강남구 도산대로 104 신사역2번출구 앞",3
55,2019,2,"동대문구",0.039285714,0.018285714,0.625,0.008678571,54.53571429,39.39285714,"서울 동대문구 천호대로13길 43 용두초등학교",3
56,2019,2,"동작구",0.040678571,0.018642857,0.607142857,0.003857143,58.89285714,39.03571429,"서울 동작구 사당로16아길 6 사당4동 주민센터",3
57,2019,2,"동작대로",0.056107143,0.011035714,0.746428571,0.007607143,63.14285714,33.85714286,"서울 동작구 사당2동 739 이수역 북단 버스중앙차로",2
58,2019,2,"북한산",0.01475,0.027928571,0.703571429,0.003857143,47.96428571,30.78571429,"서울 강북구 삼양로 181길 387 (우이령 전경대 위)",2
59,2019,2,"서대문구",0.027428571,0.018928571,1.053571429,0.004571429,55.21428571,36.21428571,"서울 서대문구 세검정로4길 32 (홍제3동 주민센터) ",3
60,2019,2,"서초구",0.036428571,0.017607143,0.453571429,0.004571429,54.35714286,31.03571429,"서울 서초구 신반포로15길 16 반포 2동 주민센터",2
61,2019,2,"성동구",0.039785714,0.018,0.642857143,0.003892857,66.32142857,40.10714286,"서울 성동구 뚝섬로3길 18 성수1가1동주민센터",3
62,2019,2,"성북구",0.03925,0.017321429,0.914285714,0.004035714,54.71428571,29.75,"서울 성북구 삼양로2길 70 길음2동 주민센터",2
63,2019,2,"세곡",0.0415,0.016428571,1.389285714,0.006714286,56,33.03571429,"서울 강남구 밤고개로 337 (세곡사거리)",2
64,2019,2,"송파구",0.041357143,0.013857143,0.678571429,0.004107143,56.35714286,31.5,"서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동)",2
65,2019,2,"시흥대로",0.047214286,0.013678571,0.785714286,0.00525,52.35714286,31.57142857,"서울 금천구 독산동 996-9 한양수자인아파트 앞",2
66,2019,2,"신촌로",0.052642857,0.011,0.867857143,0.004678571,50.89285714,33.53571429,"서울 마포구 노고산동 57-62 (신촌역 7번 출구)",2
67,2019,2,"양천구",0.041357143,0.017,0.7,0.004428571,63.64285714,36.92857143,"서울 양천구 중앙로52길 56 신정4동 문화센터",3
68,2019,2,"영등포구",0.04375,0.015678571,0.732142857,0.004857143,59.75,40.17857143,"서울 영등포구 당산로 123 영등포구청 (당산동3가)",3
69,2019,2,"영등포로",0.050642857,0.01175,0.839285714,0.005107143,54.42857143,30.17857143,"서울 영등포구 영중로 37 (영등포시장사거리)",2
70,2019,2,"은평구",0.02725,0.022571429,0.832142857,0.005642857,56.60714286,31,"서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 )",2
71,2019,2,"정릉로",0.045428571,0.011642857,0.635714286,0.004535714,60.75,39.39285714,"서울 성북구 돈암동 8-164번지 ",3
72,2019,2,"종로",0.037035714,0.01775,0.675,0.003857143,57.10714286,33,"서울 종로구 종로 169 (종묘주차장 앞)",2
73,2019,2,"종로구",0.036964286,0.018214286,0.771428571,0.004178571,51.10714286,30.71428571,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",2
74,2019,2,"중구",0.037142857,0.02075,0.646428571,0.003964286,52.75,31.57142857,"서울 중구 덕수궁길 15 시청서소문별관 3동",2
75,2019,2,"천호대로",0.046607143,0.014071429,0.742857143,0.004214286,63.32142857,34.42857143,"서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞)",2
76,2019,2,"청계천로",0.041035714,0.015642857,0.760714286,0.004714286,52.85714286,36.64285714,"서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞)",3
77,2019,2,"한강대로",0.043357143,0.013678571,0.642857143,0.004642857,63.17857143,37.82142857,"서울 용산구 한강대로 405 (서울역 앞)",3
78,2019,2,"행주",0.027678571,0.020321429,1.039285714,0.005107143,55.53571429,34.14285714,"김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소)",2
79,2019,2,"홍릉로",0.037964286,0.015071429,0.621428571,0.00525,62.25,40.64285714,"서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞)",3
80,2019,2,"화랑로",0.039642857,0.013714286,0.585714286,0.004642857,53.67857143,35,"서울 노원구 화랑로 429 태능입구역 8번 출구",2
81,2019,3,"강남구",0.029516129,0.023,0.496774194,0.006,63.61290323,46.32258065,"서울 강남구 학동로 426 강남구청 별관 1동",3
82,2019,3,"강남대로",0.050709677,0.023354839,0.722580645,0.004193548,78.64516129,48.41935484,"서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동)",3
83,2019,3,"강동구",0.036709677,0.025580645,0.570967742,0.004322581,66.80645161,43.70967742,"서울 강동구 구천면로 42길 59 천호1동 주민센터",3
84,2019,3,"강변북로",0.053064516,0.015258065,0.506451613,0.003580645,76.12903226,48.03225806,"서울 성동구 강변북로 257 한강사업본부 옆",3
85,2019,3,"강북구",0.024193548,0.034387097,0.55483871,0.003129032,72.58064516,41.93548387,"서울 강북구 삼양로 139길 49 우이동 주민센터",3
86,2019,3,"강서구",0.035774194,0.031129032,0.609677419,0.005387097,78.87096774,45.70967742,"서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관",3
87,2019,3,"공항대로",0.045451613,0.020064516,0.612903226,0.006258065,75.35483871,50.32258065,"서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆",3
88,2019,3,"관악구",0.033322581,0.033392857,0.496774194,0.00616129,75.12903226,49.19354839,"서울 관악구 신림동길 14 신림동 주민센터",3
89,2019,3,"광진구",0.034322581,0.024580645,0.812903226,0.004709677,67.41935484,45.61290323,"서울 광진구 광나루로 571 구의 아리수정수센터",3
90,2019,3,"구로구",0.029322581,0.028548387,0.396774194,0.005580645,71.38709677,43.64516129,"서울 구로구 가마산로 27길 45 구로고등학교",3
91,2019,3,"금천구",0.037,0.027225806,0.587096774,0.004193548,66,41.96774194,"서울 금천구 금하로21길 20 시흥5동 주민센터",3
92,2019,3,"남산",0.027322581,0.035322581,0.887096774,0.005290323,62.77419355,39.83870968,"서울 용산구 남산공원길 103 (서울타워 별관 2층)",3
93,2019,3,"노원구",0.033580645,0.025032258,0.629032258,0.004677419,66.61290323,45.19354839,"서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소)",3
94,2019,3,"도봉구",0.023903226,0.032580645,0.6,0.005193548,64.32258065,42.4516129,"서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집",3
95,2019,3,"도산대로",0.038387097,0.020645161,0.880645161,0.004096774,74.58064516,48.48387097,"서울 강남구 도산대로 104 신사역2번출구 앞",3
96,2019,3,"동대문구",0.032741935,0.030451613,0.606451613,0.004967742,63.48387097,43.35483871,"서울 동대문구 천호대로13길 43 용두초등학교",3
97,2019,3,"동작구",0.035645161,0.031451613,0.548387097,0.003741935,68.58064516,46.61290323,"서울 동작구 사당로16아길 6 사당4동 주민센터",3
98,2019,3,"동작대로",0.052967742,0.016967742,0.683870968,0.004774194,77.09677419,45.03225806,"서울 동작구 사당2동 739 이수역 북단 버스중앙차로",3
99,2019,3,"북한산",0.017741935,0.035612903,0.693548387,0.003677419,59.67741935,40.19354839,"서울 강북구 삼양로 181길 387 (우이령 전경대 위)",3
100,2019,3,"서대문구",0.028677419,0.028870968,1.009677419,0.004741935,69.06451613,46.87096774,"서울 서대문구 세검정로4길 32 (홍제3동 주민센터) ",3
101,2019,3,"서초구",0.033064516,0.028225806,0.412903226,0.004258065,71.61290323,48.09677419,"서울 서초구 신반포로15길 16 반포 2동 주민센터",3
102,2019,3,"세곡",0.039733333,0.020766667,1.01,0.005966667,56.83333333,37.7,"서울 강남구 밤고개로 337 (세곡사거리)",3
103,2019,3,"송파구",0.039096774,0.026387097,0.616129032,0.00383871,67.22580645,41.48387097,"서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동)",3
104,2019,3,"시흥대로",0.04683871,0.023387097,0.706451613,0.004903226,71.90322581,43.51612903,"서울 금천구 독산동 996-9 한양수자인아파트 앞",3
105,2019,3,"신촌로",0.05383871,0.018580645,0.829032258,0.004354839,73.87096774,49.16129032,"서울 마포구 노고산동 57-62 (신촌역 7번 출구)",3
106,2019,3,"양천구",0.037516129,0.027290323,0.641935484,0.004387097,79.38709677,47.12903226,"서울 양천구 중앙로52길 56 신정4동 문화센터",3
107,2019,3,"영등포구",0.037,0.021645161,0.577419355,0.004516129,75.67741935,53.12903226,"서울 영등포구 당산로 123 영등포구청 (당산동3가)",3
108,2019,3,"영등포로",0.05383871,0.018935484,0.796774194,0.005096774,71.22580645,41.29032258,"서울 영등포구 영중로 37 (영등포시장사거리)",3
109,2019,3,"용산구",0.039741935,0.025,0.590322581,0.003774194,59.03225806,44.48387097,"서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터",3
110,2019,3,"은평구",0.029806452,0.032322581,0.793548387,0.005,70.25806452,41.4516129,"서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 )",3
111,2019,3,"정릉로",0.043612903,0.016451613,0.587096774,0.003419355,73.32258065,49.93548387,"서울 성북구 돈암동 8-164번지 ",3
112,2019,3,"종로",0.038387097,0.026451613,0.635483871,0.003935484,69.51612903,42.38709677,"서울 종로구 종로 169 (종묘주차장 앞)",3
113,2019,3,"종로구",0.036741935,0.029,0.706451613,0.003645161,60.90322581,39.25806452,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",3
114,2019,3,"중구",0.037,0.032290323,0.603225806,0.003870968,62.25806452,39.41935484,"서울 중구 덕수궁길 15 시청서소문별관 3동",3
115,2019,3,"중랑구",0.02837931,0.027275862,0.509677419,0.006344828,59.83870968,42.83870968,"서울 중랑구 용마산로 369 건강가정지원센터",3
116,2019,3,"천호대로",0.048451613,0.022064516,0.648387097,0.003935484,73.61290323,41.25806452,"서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞)",3
117,2019,3,"청계천로",0.042516129,0.024032258,0.732258065,0.004741935,64.80645161,45.77419355,"서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞)",3
118,2019,3,"한강대로",0.042516129,0.020483871,0.558064516,0.004612903,79.87096774,50.09677419,"서울 용산구 한강대로 405 (서울역 앞)",3
119,2019,3,"행주",0.029096774,0.028129032,0.85483871,0.00516129,63.74193548,42.64516129,"김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소)",3
120,2019,3,"홍릉로",0.042129032,0.027290323,0.580645161,0.004677419,70.51612903,49.41935484,"서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞)",3
121,2019,3,"화랑로",0.039290323,0.019129032,0.464516129,0.004419355,63.35483871,47.25806452,"서울 노원구 화랑로 429 태능입구역 8번 출구",3
122,2019,4,"강남구",0.026566667,0.0233,0.353333333,0.0056,33.63333333,18.43333333,"서울 강남구 학동로 426 강남구청 별관 1동",2
123,2019,4,"강남대로",0.047266667,0.019733333,0.563333333,0.003366667,55.33333333,24.03333333,"서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동)",2
124,2019,4,"강동구",0.031133333,0.026133333,0.44,0.003833333,37.2,18.23333333,"서울 강동구 구천면로 42길 59 천호1동 주민센터",2
125,2019,4,"강변북로",0.047633333,0.0161,0.386666667,0.003066667,49.56666667,24.1,"서울 성동구 강변북로 257 한강사업본부 옆",2
126,2019,4,"강북구",0.018433333,0.035966667,0.41,0.002433333,39.36666667,16.43333333,"서울 강북구 삼양로 139길 49 우이동 주민센터",2
127,2019,4,"강서구",0.0321,0.032166667,0.473333333,0.0048,42.4,19.23333333,"서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관",2
128,2019,4,"공항대로",0.0423,0.021433333,0.49,0.0057,46.1,21.63333333,"서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆",2
129,2019,4,"관악구",0.030466667,0.031966667,0.356666667,0.004433333,49.2,26.56666667,"서울 관악구 신림동길 14 신림동 주민센터",2
130,2019,4,"관악산",0.010866667,0.032033333,0.315789474,0.003766667,38.96666667,17.6,"과천시 자하동길 64 (관악산 중계소)",2
131,2019,4,"광진구",0.028733333,0.025666667,0.686666667,0.004,42.46666667,23.8,"서울 광진구 광나루로 571 구의 아리수정수센터",2
132,2019,4,"구로구",0.0259,0.027,0.293333333,0.004166667,46.43333333,24.23333333,"서울 구로구 가마산로 27길 45 구로고등학교",2
133,2019,4,"금천구",0.0331,0.026933333,0.443333333,0.003466667,37.4,19.43333333,"서울 금천구 금하로21길 20 시흥5동 주민센터",2
134,2019,4,"남산",0.024766667,0.0377,0.633333333,0.005,42.13333333,18.1,"서울 용산구 남산공원길 103 (서울타워 별관 2층)",2
135,2019,4,"노원구",0.028033333,0.026333333,0.476666667,0.003966667,37.1,19.66666667,"서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소)",2
136,2019,4,"도봉구",0.018333333,0.034766667,0.44,0.004333333,38.6,18.86666667,"서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집",2
137,2019,4,"도산대로",0.035966667,0.021,0.646666667,0.0036,50.03333333,25.1,"서울 강남구 도산대로 104 신사역2번출구 앞",2
138,2019,4,"동대문구",0.0303,0.035566667,0.45,0.003793103,33.06666667,16.33333333,"서울 동대문구 천호대로13길 43 용두초등학교",2
139,2019,4,"동작구",0.031533333,0.0314,0.416666667,0.0031,38.86666667,19.4,"서울 동작구 사당로16아길 6 사당4동 주민센터",2
140,2019,4,"동작대로",0.048666667,0.016233333,0.553333333,0.004866667,52.26666667,23.93333333,"서울 동작구 사당2동 739 이수역 북단 버스중앙차로",2
141,2019,4,"마포구",0.0246,0.0262,0.443333333,0.004,49.76666667,24.8,"서울 마포구 포은로 6길 10 망원1동주민센터 옥상",2
142,2019,4,"북한산",0.009766667,0.035633333,0.483333333,0.003266667,35.36666667,18.4,"서울 강북구 삼양로 181길 387 (우이령 전경대 위)",2
143,2019,4,"서대문구",0.0248,0.031066667,0.73,0.0042,43.3,22.56666667,"서울 서대문구 세검정로4길 32 (홍제3동 주민센터) ",2
144,2019,4,"서초구",0.0296,0.027266667,0.29,0.0035,48.13333333,25.86666667,"서울 서초구 신반포로15길 16 반포 2동 주민센터",2
145,2019,4,"성동구",0.032566667,0.0319,0.436666667,0.0035,46.2,22.53333333,"서울 성동구 뚝섬로3길 18 성수1가1동주민센터",2
146,2019,4,"성북구",0.033633333,0.027266667,0.686666667,0.0031,41.93333333,17.86666667,"서울 성북구 삼양로2길 70 길음2동 주민센터",2
147,2019,4,"세곡",0.035966667,0.020766667,0.86,0.004366667,29.46666667,14.53333333,"서울 강남구 밤고개로 337 (세곡사거리)",2
148,2019,4,"송파구",0.034166667,0.0255,0.446666667,0.003233333,42,23.73333333,"서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동)",2
149,2019,4,"시흥대로",0.046733333,0.022466667,0.606666667,0.0042,44.96666667,18.73333333,"서울 금천구 독산동 996-9 한양수자인아파트 앞",2
150,2019,4,"신촌로",0.0527,0.019733333,0.68,0.003733333,44.06666667,21.73333333,"서울 마포구 노고산동 57-62 (신촌역 7번 출구)",2
151,2019,4,"양천구",0.033733333,0.027033333,0.476666667,0.003866667,44.2,20.03333333,"서울 양천구 중앙로52길 56 신정4동 문화센터",2
152,2019,4,"영등포구",0.033966667,0.0225,0.383333333,0.0032,52.03333333,29.5,"서울 영등포구 당산로 123 영등포구청 (당산동3가)",2
153,2019,4,"영등포로",0.0499,0.019433333,0.63,0.0046,44.83333333,19.86666667,"서울 영등포구 영중로 37 (영등포시장사거리)",2
154,2019,4,"은평구",0.022333333,0.035066667,0.5,0.004033333,43.5,20.46666667,"서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 )",2
155,2019,4,"정릉로",0.041733333,0.0168,0.436666667,0.003466667,49.46666667,25.3,"서울 성북구 돈암동 8-164번지 ",2
156,2019,4,"종로",0.0347,0.026766667,0.5,0.003266667,37.56666667,16.13333333,"서울 종로구 종로 169 (종묘주차장 앞)",2
157,2019,4,"종로구",0.031466667,0.030466667,0.53,0.003566667,34.9,16.63333333,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",2
158,2019,4,"중구",0.033266667,0.033,0.473333333,0.003166667,35.43333333,17.2,"서울 중구 덕수궁길 15 시청서소문별관 3동",2
159,2019,4,"중랑구",0.022,0.031633333,0.353333333,0.005966667,32.33333333,18.06666667,"서울 중랑구 용마산로 369 건강가정지원센터",2
160,2019,4,"천호대로",0.042166667,0.022933333,0.506666667,0.0032,45.03333333,18.66666667,"서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞)",2
161,2019,4,"청계천로",0.0374,0.025633333,0.596666667,0.0038,37.66666667,19.7,"서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞)",2
162,2019,4,"한강대로",0.041166667,0.0199,0.513333333,0.004033333,55.8,27.37931034,"서울 용산구 한강대로 405 (서울역 앞)",2
163,2019,4,"행주",0.028517241,0.033366667,0.543333333,0.004766667,39.9,17.6,"김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소)",2
164,2019,4,"홍릉로",0.0377,0.0296,0.48,0.003633333,44.46666667,24.2,"서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞)",2
165,2019,4,"화랑로",0.0365,0.0184,0.326666667,0.004,40.16666667,23.13333333,"서울 노원구 화랑로 429 태능입구역 8번 출구",2
166,2019,5,"강남구",0.024870968,0.036870968,0.377419355,0.006064516,42.58064516,25.90322581,"서울 강남구 학동로 426 강남구청 별관 1동",2
167,2019,5,"강남대로",0.056709677,0.028129032,0.525806452,0.004419355,64.12903226,31.87096774,"서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동)",2
168,2019,5,"강동구",0.029612903,0.034774194,0.464516129,0.004548387,46.70967742,26.96774194,"서울 강동구 구천면로 42길 59 천호1동 주민센터",2
169,2019,5,"강변북로",0.060129032,0.020225806,0.416129032,0.003870968,64.58064516,33.16129032,"서울 성동구 강변북로 257 한강사업본부 옆",3
170,2019,5,"강북구",0.01916129,0.044806452,0.458064516,0.003322581,52.35483871,25.09677419,"서울 강북구 삼양로 139길 49 우이동 주민센터",2
171,2019,5,"강서구",0.02983871,0.048064516,0.458064516,0.005870968,53.12903226,26.61290323,"서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관",2
172,2019,5,"공항대로",0.041935484,0.031741935,0.474193548,0.006387097,53.06451613,29.35483871,"서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆",2
173,2019,5,"관악구",0.028354839,0.045935484,0.367741935,0.003580645,61.61290323,34,"서울 관악구 신림동길 14 신림동 주민센터",2
174,2019,5,"관악산",0.010419355,0.049709677,0.332258065,0.004419355,53.93548387,26.48387097,"과천시 자하동길 64 (관악산 중계소)",2
175,2019,5,"광진구",0.028935484,0.036935484,0.761290323,0.005096774,55.83870968,33.83870968,"서울 광진구 광나루로 571 구의 아리수정수센터",2
176,2019,5,"구로구",0.022580645,0.045,0.316129032,0.004,59.93548387,36.22580645,"서울 구로구 가마산로 27길 45 구로고등학교",3
177,2019,5,"금천구",0.029516129,0.039064516,0.461290323,0.004516129,44.80645161,25.96774194,"서울 금천구 금하로21길 20 시흥5동 주민센터",2
178,2019,5,"남산",0.025387097,0.053483871,0.861290323,0.006451613,55.74193548,27.4516129,"서울 용산구 남산공원길 103 (서울타워 별관 2층)",2
